

===== No.40 =====
(((33.0, 49.0), '+'), 'South'): 19
(((3.0, 16.0), '+'), 'West'): 8
(((7.0, 37.0), '+'), 'West'): 14
(((20.0, 10.0), '+'), 'West'): 12
(((39.0, 13.0), '+'), 'East'): 18
(((9.0, 45.0), '+'), 'East'): 14
(((34.0, 40.0), '+'), 'North'): 21
(((42.0, 8.0), '+'), 'North'): 19
(((33.0, 10.0), '+'), 'North'): 15
(((42.0, 6.0), '+'), 'West'): 19
(((45.0, 12.0), '+'), 'East'): 19
(((15.0, 47.0), '+'), 'North'): 17
(((37.0, 32.0), '+'), 'North'): 20
(((24.0, 19.0), '+'), 'West'): 16
(((26.0, 48.0), '+'), 'West'): 19
(((30.0, 41.0), '+'), 'West'): 21
(((21.0, 37.0), '+'), 'West'): 17
(((5.0, 40.0), '+'), 'South'): 14
(((28.0, 0.0), '+'), 'West'): 9
(((10.0, 36.0), '+'), 'West'): 13
(((29.0, 11.0), '+'), 'North'): 14
(((32.0, 15.0), '+'), 'West'): 17
(((28.0, 1.0), '+'), 'South'): 9
(((18.0, 24.0), '+'), 'East'): 16
(((43.0, 14.0), '+'), 'North'): 19
(((28.0, 17.0), '+'), 'West'): 16
(((48.0, 21.0), '+'), 'East'): 22
(((40.0, 43.0), '+'), 'West'): 21
(((48.0, 48.0), '+'), 'North'): 19
(((1.0, 12.0), '+'), 'South'): 5
(((47.0, 38.0), '+'), 'North'): 22
(((16.0, 41.0), '+'), 'South'): 17
(((14.0, 12.0), '+'), 'East'): 10
(((45.0, 46.0), '+'), 'North'): 21
(((42.0, 42.0), '+'), 'North'): 23
(((12.0, 40.0), '+'), 'South'): 14
(((19.0, 44.0), '+'), 'North'): 18
(((10.0, 42.0), '+'), 'North'): 14
(((2.0, 40.0), '+'), 'East'): 14
(((33.0, 36.0), '+'), 'West'): 18
(((40.0, 33.0), '+'), 'South'): 22
(((30.0, 30.0), '+'), 'West'): 17
(((17.0, 24.0), '+'), 'West'): 18
(((33.0, 14.0), '+'), 'East'): 16
(((38.0, 7.0), '+'), 'South'): 17
(((41.0, 28.0), '+'), 'East'): 21
(((36.0, 48.0), '|'), 'South'): 13
(((44.0, 4.0), '+'), 'East'): 20
(((29.0, 26.0), '+'), 'South'): 15
(((38.0, 27.0), '+'), 'West'): 21
(((27.0, 21.0), '+'), 'South'): 15
(((24.0, 7.0), '+'), 'North'): 10
(((33.0, 15.0), '+'), 'South'): 17
(((1.0, 45.0), '+'), 'South'): 14
(((42.0, 7.0), '+'), 'South'): 18
(((20.0, 39.0), '+'), 'South'): 18
(((25.0, 29.0), '+'), 'West'): 15
(((19.0, 41.0), '+'), 'South'): 17
(((47.0, 48.0), '+'), 'West'): 20
(((28.0, 17.0), '+'), 'North'): 16
(((27.0, 6.0), '+'), 'West'): 10
(((3.0, 37.0), '+'), 'North'): 13
(((1.0, 18.0), '+'), 'North'): 9
(((11.0, 30.0), '+'), 'West'): 13
(((14.0, 32.0), '+'), 'South'): 14
(((6.0, 16.0), '+'), 'South'): 8
(((45.0, 14.0), '+'), 'South'): 19
(((26.0, 7.0), '+'), 'North'): 11
(((3.0, 37.0), '+'), 'West'): 13
(((1.0, 25.0), '+'), 'East'): 13
(((42.0, 29.0), '+'), 'West'): 22
(((9.0, 16.0), '+'), 'South'): 7
(((25.0, 45.0), '+'), 'North'): 18
(((12.0, 20.0), '+'), 'South'): 14
(((41.0, 33.0), '+'), 'North'): 22
(((4.0, 11.0), '+'), 'East'): 4
(((16.0, 46.0), '+'), 'West'): 18
(((35.0, 26.0), '+'), 'East'): 19
(((38.0, 16.0), '+'), 'West'): 20
(((0.0, 45.0), '+'), 'South'): 13
(((45.0, 23.0), '+'), 'North'): 22
(((30.0, 33.0), '+'), 'South'): 17
(((33.0, 47.0), '+'), 'South'): 20
(((49.0, 3.0), '+'), 'West'): 20
(((2.0, 41.0), '+'), 'South'): 14
(((40.0, 20.0), '+'), 'North'): 19
(((4.0, 42.0), '+'), 'North'): 15
(((25.0, 10.0), '+'), 'South'): 11
(((36.0, 35.0), '+'), 'North'): 17
(((7.0, 37.0), '+'), 'North'): 14
(((18.0, 1.0), '+'), 'West'): 3
(((48.0, 32.0), '+'), 'East'): 21
(((17.0, 24.0), '+'), 'North'): 18
(((44.0, 1.0), '+'), 'North'): 20
(((15.0, 0.0), '+'), 'East'): 5
(((0.0, 29.0), '+'), 'South'): 12
(((8.0, 23.0), '+'), 'East'): 13
(((4.0, 1.0), '+'), 'North'): 1
(((14.0, 14.0), '+'), 'East'): 12
(((45.0, 27.0), '+'), 'West'): 20
(((47.0, 12.0), '+'), 'East'): 19
(((38.0, 11.0), '+'), 'North'): 18
(((25.0, 40.0), '+'), 'West'): 19
(((43.0, 29.0), '+'), 'East'): 22
(((35.0, 13.0), '+'), 'North'): 15
(((37.0, 30.0), '+'), 'North'): 20
(((7.0, 15.0), '+'), 'South'): 7
(((47.0, 46.0), '+'), 'North'): 20
(((5.0, 37.0), '+'), 'West'): 14
(((12.0, 46.0), '+'), 'East'): 15
(((40.0, 1.0), '+'), 'East'): 20
(((42.0, 19.0), '+'), 'East'): 19
(((6.0, 39.0), '+'), 'West'): 14
(((37.0, 6.0), '+'), 'South'): 16
(((41.0, 37.0), '+'), 'South'): 21
(((47.0, 20.0), '+'), 'East'): 21
(((7.0, 4.0), '+'), 'East'): 3
(((37.0, 40.0), '+'), 'South'): 20
(((23.0, 39.0), '+'), 'East'): 18
(((25.0, 4.0), '+'), 'West'): 10
(((25.0, 30.0), '+'), 'North'): 14
(((2.0, 4.0), '+'), 'North'): 2
(((1.0, 48.0), '+'), 'East'): 10
(((42.0, 29.0), '+'), 'East'): 22
(((40.0, 30.0), '+'), 'East'): 21
(((10.0, 33.0), '+'), 'West'): 14
(((9.0, 40.0), '+'), 'West'): 15
(((43.0, 3.0), '+'), 'South'): 19
(((43.0, 5.0), '+'), 'West'): 19
(((8.0, 45.0), '+'), 'West'): 15
(((37.0, 22.0), '+'), 'East'): 20
(((17.0, 47.0), '+'), 'East'): 19
(((27.0, 5.0), '+'), 'North'): 10
(((25.0, 24.0), '+'), 'East'): 16
(((31.0, 47.0), '+'), 'West'): 20
(((37.0, 34.0), '+'), 'West'): 18
(((44.0, 39.0), '+'), 'South'): 22
(((30.0, 32.0), '+'), 'South'): 17
(((46.0, 9.0), '+'), 'North'): 19
(((28.0, 24.0), '+'), 'West'): 16
(((36.0, 29.0), '+'), 'North'): 18
(((43.0, 32.0), '|'), 'North'): 1
(((47.0, 13.0), '+'), 'East'): 19
(((49.0, 39.0), '+'), 'North'): 21
(((19.0, 36.0), '+'), 'East'): 16
(((12.0, 37.0), '+'), 'South'): 14
(((41.0, 13.0), '+'), 'South'): 18
(((41.0, 20.0), '+'), 'North'): 18
(((30.0, 44.0), '+'), 'South'): 20
(((38.0, 15.0), '+'), 'West'): 19
(((47.0, 43.0), '+'), 'North'): 19
(((27.0, 2.0), '+'), 'North'): 9
(((25.0, 21.0), '+'), 'East'): 15
(((42.0, 49.0), '+'), 'South'): 21
(((34.0, 44.0), '+'), 'North'): 21
(((33.0, 4.0), '+'), 'North'): 13
(((28.0, 43.0), '+'), 'North'): 19
(((11.0, 14.0), '+'), 'East'): 3
(((30.0, 21.0), '+'), 'South'): 15
(((6.0, 32.0), '+'), 'East'): 15
(((17.0, 36.0), '+'), 'North'): 16
(((14.0, 2.0), '+'), 'North'): 6
(((33.0, 48.0), '+'), 'North'): 20
(((12.0, 33.0), '+'), 'South'): 14
(((22.0, 1.0), '+'), 'North'): 6
(((27.0, 12.0), '+'), 'South'): 14
(((23.0, 7.0), '+'), 'East'): 10
(((37.0, 40.0), '+'), 'East'): 21
(((7.0, 32.0), '+'), 'North'): 14
(((23.0, 9.0), '+'), 'West'): 12
(((16.0, 21.0), '+'), 'North'): 17
(((37.0, 3.0), '+'), 'East'): 15
(((8.0, 0.0), '+'), 'West'): 2
(((36.0, 38.0), '+'), 'North'): 20
(((0.0, 48.0), '+'), 'South'): 12
(((40.0, 42.0), '+'), 'East'): 22
(((18.0, 21.0), '+'), 'East'): 17
(((22.0, 9.0), '+'), 'North'): 11
(((25.0, 4.0), '+'), 'East'): 9
(((42.0, 14.0), '+'), 'West'): 19
(((20.0, 26.0), '+'), 'South'): 16
(((38.0, 14.0), '+'), 'West'): 18
(((4.0, 40.0), '+'), 'West'): 14
(((40.0, 28.0), '+'), 'East'): 22
(((39.0, 40.0), '+'), 'South'): 21
(((3.0, 21.0), '+'), 'West'): 9
(((21.0, 42.0), '+'), 'East'): 17
(((15.0, 39.0), '+'), 'South'): 16
(((46.0, 23.0), '+'), 'North'): 21
(((11.0, 33.0), '+'), 'East'): 14
(((47.0, 10.0), '+'), 'West'): 18
(((35.0, 21.0), '+'), 'North'): 19
(((44.0, 13.0), '+'), 'West'): 19
(((21.0, 24.0), '+'), 'South'): 16
(((4.0, 16.0), '+'), 'North'): 7
(((34.0, 46.0), '+'), 'North'): 20
(((40.0, 48.0), '+'), 'West'): 20
(((18.0, 0.0), '+'), 'West'): 3
(((37.0, 32.0), '+'), 'East'): 20
(((4.0, 31.0), '+'), 'West'): 12
(((47.0, 24.0), '+'), 'West'): 21
(((7.0, 35.0), '+'), 'West'): 15
(((2.0, 47.0), '+'), 'South'): 13
(((23.0, 11.0), '+'), 'South'): 11
(((18.0, 35.0), '+'), 'East'): 15
(((7.0, 43.0), '+'), 'South'): 13
(((1.0, 11.0), '+'), 'South'): 4
(((41.0, 15.0), '+'), 'East'): 18
(((7.0, 15.0), '+'), 'North'): 5
(((24.0, 20.0), '+'), 'East'): 16
(((10.0, 44.0), '+'), 'East'): 14
(((2.0, 16.0), '+'), 'South'): 7
(((17.0, 37.0), '+'), 'North'): 15
(((8.0, 21.0), '+'), 'East'): 13
(((30.0, 17.0), '+'), 'South'): 16
(((19.0, 45.0), '+'), 'North'): 18
(((20.0, 44.0), '+'), 'North'): 17
(((13.0, 36.0), '+'), 'East'): 14
(((42.0, 3.0), '+'), 'North'): 20
(((36.0, 34.0), '+'), 'East'): 18
(((0.0, 6.0), '+'), 'South'): 1
(((8.0, 40.0), '+'), 'South'): 14
(((21.0, 22.0), '+'), 'West'): 17
(((32.0, 0.0), '+'), 'West'): 11
(((48.0, 29.0), '+'), 'East'): 21
(((26.0, 44.0), '+'), 'South'): 18
(((14.0, 34.0), '+'), 'East'): 13
(((3.0, 9.0), '+'), 'South'): 3
(((46.0, 0.0), '+'), 'West'): 19
(((32.0, 9.0), '+'), 'East'): 15
(((30.0, 14.0), '+'), 'North'): 16
(((15.0, 49.0), '+'), 'South'): 17
(((41.0, 30.0), '+'), 'West'): 22
(((48.0, 25.0), '+'), 'South'): 21
(((28.0, 42.0), '+'), 'South'): 19
(((34.0, 13.0), '+'), 'East'): 15
(((18.0, 20.0), '+'), 'South'): 20
(((24.0, 49.0), '+'), 'West'): 18
(((39.0, 47.0), '|'), 'South'): 2
(((46.0, 17.0), '+'), 'South'): 21
(((48.0, 7.0), '+'), 'East'): 20
(((32.0, 34.0), '+'), 'North'): 17
(((9.0, 24.0), '+'), 'South'): 16
(((7.0, 6.0), '+'), 'South'): 3
(((4.0, 0.0), '+'), 'North'): 1
(((11.0, 43.0), '+'), 'East'): 14
(((21.0, 30.0), '+'), 'East'): 14
(((46.0, 42.0), '+'), 'West'): 21
(((32.0, 13.0), '+'), 'North'): 16
(((35.0, 2.0), '+'), 'West'): 10
(((34.0, 14.0), '+'), 'East'): 16
(((13.0, 14.0), '+'), 'East'): 8
(((38.0, 1.0), '+'), 'North'): 15
(((37.0, 15.0), '+'), 'North'): 19
(((27.0, 12.0), '+'), 'West'): 13
(((3.0, 47.0), '+'), 'South'): 15
(((39.0, 40.0), '+'), 'East'): 23
(((39.0, 26.0), '+'), 'North'): 21
(((23.0, 34.0), '+'), 'South'): 18
(((17.0, 30.0), '+'), 'East'): 15
(((22.0, 23.0), '+'), 'West'): 17
(((34.0, 12.0), '+'), 'North'): 16
(((44.0, 6.0), '+'), 'South'): 19
(((23.0, 9.0), '+'), 'South'): 9
(((15.0, 16.0), '+'), 'East'): 13
(((47.0, 23.0), '+'), 'West'): 22
(((18.0, 3.0), '+'), 'East'): 8
(((38.0, 22.0), '+'), 'South'): 20
(((46.0, 33.0), '+'), 'East'): 20
(((25.0, 8.0), '+'), 'West'): 11
(((23.0, 13.0), '+'), 'North'): 11
(((21.0, 35.0), '+'), 'West'): 17
(((14.0, 34.0), '+'), 'South'): 13
(((14.0, 22.0), '+'), 'West'): 14
(((20.0, 27.0), '+'), 'South'): 17
(((38.0, 29.0), '+'), 'East'): 20
(((10.0, 29.0), '+'), 'North'): 14
(((14.0, 27.0), '+'), 'North'): 15
(((20.0, 34.0), '+'), 'North'): 17
(((11.0, 48.0), '+'), 'West'): 14
(((1.0, 28.0), '+'), 'South'): 13
(((48.0, 41.0), '+'), 'South'): 21
(((39.0, 22.0), '+'), 'East'): 20
(((44.0, 31.0), '+'), 'South'): 22
(((38.0, 21.0), '+'), 'North'): 20
(((13.0, 29.0), '+'), 'North'): 14
(((37.0, 16.0), '+'), 'North'): 19
(((21.0, 35.0), '-'), 'West'): 1
(((15.0, 23.0), '+'), 'North'): 18
(((17.0, 25.0), '+'), 'South'): 18
(((46.0, 41.0), '+'), 'East'): 21
(((40.0, 6.0), '+'), 'East'): 18
(((19.0, 16.0), '+'), 'West'): 15
(((36.0, 42.0), '+'), 'West'): 21
(((18.0, 42.0), '+'), 'West'): 18
(((23.0, 1.0), '+'), 'South'): 5
(((1.0, 6.0), '+'), 'East'): 1
(((34.0, 41.0), '+'), 'East'): 22
(((34.0, 14.0), '+'), 'West'): 17
(((12.0, 40.0), '+'), 'North'): 14
(((20.0, 37.0), '+'), 'North'): 17
(((36.0, 30.0), '+'), 'West'): 20
(((2.0, 5.0), '+'), 'North'): 3
(((18.0, 46.0), '+'), 'South'): 18
(((0.0, 26.0), '+'), 'East'): 13
(((6.0, 18.0), '+'), 'East'): 10
(((23.0, 33.0), '+'), 'North'): 17
(((45.0, 43.0), '+'), 'North'): 21
(((16.0, 42.0), '+'), 'South'): 17
(((8.0, 43.0), '+'), 'West'): 13
(((38.0, 32.0), '+'), 'West'): 21
(((31.0, 21.0), '+'), 'South'): 14
(((18.0, 17.0), '+'), 'East'): 13
(((7.0, 45.0), '+'), 'West'): 14
(((25.0, 10.0), '+'), 'East'): 11
(((32.0, 12.0), '+'), 'North'): 16
(((31.0, 4.0), '+'), 'North'): 12
(((40.0, 40.0), '+'), 'West'): 23
(((47.0, 12.0), '+'), 'West'): 20
(((3.0, 40.0), '+'), 'East'): 14
(((48.0, 26.0), '+'), 'North'): 20
(((9.0, 22.0), '+'), 'West'): 14
(((39.0, 48.0), '+'), 'South'): 21
(((21.0, 15.0), '+'), 'East'): 11
(((16.0, 19.0), '+'), 'South'): 20
(((10.0, 9.0), '+'), 'West'): 1
(((33.0, 27.0), '+'), 'West'): 16
(((26.0, 7.0), '+'), 'South'): 10
(((16.0, 9.0), '+'), 'North'): 5
(((43.0, 38.0), '+'), 'North'): 22
(((21.0, 14.0), '+'), 'South'): 14
(((22.0, 41.0), '+'), 'East'): 18
(((2.0, 7.0), '+'), 'North'): 3
(((43.0, 45.0), '+'), 'North'): 20
(((24.0, 25.0), '+'), 'North'): 16
(((9.0, 44.0), '+'), 'North'): 13
(((40.0, 34.0), '+'), 'East'): 22
(((24.0, 12.0), '+'), 'South'): 11
(((42.0, 39.0), '+'), 'West'): 22
(((9.0, 20.0), '+'), 'North'): 14
(((38.0, 46.0), '|'), 'South'): 7
(((4.0, 38.0), '+'), 'South'): 15
(((29.0, 36.0), '+'), 'East'): 17
(((20.0, 27.0), '+'), 'West'): 17
(((26.0, 6.0), '+'), 'North'): 9
(((41.0, 14.0), '+'), 'North'): 19
(((24.0, 27.0), '+'), 'North'): 15
(((43.0, 46.0), '+'), 'South'): 20
(((19.0, 42.0), '+'), 'East'): 18
(((13.0, 49.0), '+'), 'East'): 17
(((16.0, 49.0), '+'), 'East'): 18
(((42.0, 48.0), '+'), 'South'): 20
(((38.0, 22.0), '+'), 'East'): 21
(((26.0, 18.0), '+'), 'North'): 16
(((1.0, 10.0), '+'), 'North'): 4
(((13.0, 29.0), '+'), 'East'): 14
(((45.0, 6.0), '+'), 'West'): 19
(((47.0, 31.0), '+'), 'South'): 22
(((27.0, 46.0), '+'), 'East'): 18
(((33.0, 12.0), '+'), 'West'): 16
(((11.0, 12.0), '+'), 'West'): 2
(((7.0, 5.0), '+'), 'West'): 3
(((38.0, 48.0), '+'), 'South'): 23
(((27.0, 15.0), '+'), 'South'): 16
(((29.0, 26.0), '+'), 'West'): 16
(((6.0, 8.0), '+'), 'East'): 5
(((35.0, 5.0), '+'), 'South'): 14
(((31.0, 14.0), '+'), 'West'): 16
(((36.0, 45.0), '+'), 'North'): 21
(((24.0, 26.0), '+'), 'North'): 15
(((6.0, 29.0), '+'), 'North'): 14
(((33.0, 1.0), '+'), 'East'): 9
(((30.0, 20.0), '+'), 'North'): 15
(((20.0, 31.0), '+'), 'North'): 15
(((48.0, 16.0), '+'), 'East'): 20
(((37.0, 2.0), '+'), 'North'): 15
(((14.0, 38.0), '+'), 'East'): 15
(((44.0, 24.0), '+'), 'South'): 21
(((22.0, 33.0), '+'), 'West'): 18
(((34.0, 31.0), '+'), 'South'): 18
(((16.0, 47.0), '+'), 'South'): 19
(((38.0, 3.0), '+'), 'West'): 14
(((6.0, 5.0), '+'), 'West'): 3
(((10.0, 41.0), '+'), 'North'): 14
(((30.0, 39.0), '+'), 'West'): 16
(((46.0, 28.0), '+'), 'North'): 21
(((24.0, 35.0), '+'), 'East'): 17
(((21.0, 2.0), '+'), 'East'): 7
(((38.0, 47.0), '-'), 'West'): 11
(((6.0, 45.0), '+'), 'East'): 15
(((2.0, 21.0), '+'), 'East'): 11
(((20.0, 45.0), '+'), 'North'): 17
(((16.0, 13.0), '+'), 'South'): 15
(((41.0, 24.0), '+'), 'East'): 20
(((1.0, 22.0), '+'), 'South'): 11
(((39.0, 16.0), '+'), 'North'): 19
(((39.0, 47.0), '+'), 'West'): 18
(((13.0, 43.0), '+'), 'West'): 13
(((48.0, 26.0), '+'), 'South'): 21
(((35.0, 10.0), '+'), 'North'): 16
(((35.0, 20.0), '+'), 'East'): 18
(((26.0, 40.0), '+'), 'East'): 18
(((41.0, 22.0), '+'), 'West'): 20
(((39.0, 48.0), '+'), 'North'): 20
(((32.0, 28.0), '+'), 'East'): 15
(((35.0, 47.0), '+'), 'North'): 21
(((5.0, 11.0), '+'), 'North'): 3
(((22.0, 13.0), '+'), 'East'): 12
(((41.0, 37.0), '+'), 'North'): 21
(((7.0, 12.0), '+'), 'West'): 4
(((48.0, 19.0), '+'), 'North'): 21
(((20.0, 28.0), '+'), 'East'): 16
(((1.0, 35.0), '+'), 'North'): 12
(((48.0, 40.0), '+'), 'West'): 22
(((49.0, 29.0), '+'), 'West'): 21
(((23.0, 19.0), '+'), 'East'): 15
(((34.0, 36.0), '+'), 'South'): 17
(((16.0, 18.0), '+'), 'North'): 15
(((9.0, 38.0), '+'), 'South'): 13
(((42.0, 14.0), '+'), 'North'): 19
(((36.0, 21.0), '+'), 'North'): 20
(((41.0, 17.0), '+'), 'East'): 18
(((28.0, 32.0), '+'), 'North'): 16
(((5.0, 15.0), '+'), 'South'): 7
(((48.0, 16.0), '+'), 'West'): 20
(((9.0, 42.0), '+'), 'West'): 14
(((42.0, 32.0), '+'), 'East'): 22
(((5.0, 2.0), '+'), 'East'): 2
(((14.0, 26.0), '+'), 'East'): 16
(((40.0, 20.0), '+'), 'South'): 19
(((18.0, 13.0), '+'), 'North'): 15
(((5.0, 41.0), '+'), 'West'): 14
(((20.0, 23.0), '+'), 'East'): 15
(((23.0, 8.0), '+'), 'North'): 10
(((21.0, 26.0), '+'), 'North'): 15
(((33.0, 9.0), '+'), 'South'): 15
(((25.0, 5.0), '+'), 'East'): 9
(((16.0, 15.0), '+'), 'South'): 16
(((18.0, 47.0), '+'), 'West'): 19
(((14.0, 23.0), '+'), 'East'): 17
(((10.0, 1.0), '+'), 'East'): 3
(((47.0, 34.0), '+'), 'South'): 21
(((13.0, 35.0), '+'), 'East'): 14
(((40.0, 45.0), '+'), 'West'): 16
(((40.0, 29.0), '+'), 'East'): 22
(((37.0, 48.0), '-'), 'West'): 14
(((32.0, 46.0), '+'), 'North'): 20
(((6.0, 30.0), '+'), 'East'): 14
(((1.0, 13.0), '+'), 'East'): 6
(((1.0, 28.0), '+'), 'North'): 12
(((32.0, 49.0), '+'), 'East'): 20
(((43.0, 13.0), '+'), 'North'): 19
(((23.0, 17.0), '+'), 'South'): 15
(((1.0, 21.0), '+'), 'West'): 10
(((30.0, 17.0), '+'), 'East'): 16
(((17.0, 44.0), '+'), 'North'): 17
(((44.0, 47.0), '+'), 'West'): 22
(((24.0, 49.0), '+'), 'South'): 18
(((15.0, 8.0), '+'), 'East'): 6
(((5.0, 9.0), '+'), 'South'): 3
(((6.0, 31.0), '+'), 'South'): 15
(((4.0, 18.0), '+'), 'North'): 9
(((36.0, 39.0), '+'), 'South'): 20
(((4.0, 26.0), '+'), 'West'): 14
(((11.0, 25.0), '+'), 'South'): 15
(((35.0, 47.0), '|'), 'North'): 2
(((19.0, 36.0), '+'), 'North'): 16
(((5.0, 10.0), '+'), 'North'): 3
(((10.0, 25.0), '+'), 'East'): 14
(((11.0, 44.0), '+'), 'North'): 13
(((16.0, 22.0), '+'), 'East'): 18
(((15.0, 21.0), '+'), 'West'): 16
(((41.0, 7.0), '+'), 'South'): 18
(((24.0, 34.0), '+'), 'East'): 17
(((20.0, 21.0), '+'), 'East'): 16
(((1.0, 47.0), '+'), 'North'): 13
(((15.0, 15.0), '+'), 'West'): 17
(((5.0, 41.0), '+'), 'East'): 14
(((19.0, 9.0), '+'), 'East'): 9
(((42.0, 46.0), '+'), 'North'): 21
(((36.0, 39.0), '+'), 'West'): 21
(((18.0, 44.0), '+'), 'West'): 17
(((44.0, 7.0), '+'), 'East'): 18
(((25.0, 30.0), '+'), 'East'): 14
(((37.0, 8.0), '+'), 'East'): 16
(((7.0, 42.0), '+'), 'North'): 13
(((29.0, 25.0), '+'), 'West'): 16
(((46.0, 45.0), '+'), 'North'): 22
(((21.0, 11.0), '+'), 'North'): 12
(((0.0, 43.0), '+'), 'North'): 12
(((10.0, 4.0), '+'), 'North'): 5
(((2.0, 46.0), '+'), 'North'): 13
(((29.0, 21.0), '+'), 'North'): 14
(((49.0, 14.0), '+'), 'South'): 20
(((44.0, 49.0), '+'), 'East'): 21
(((35.0, 2.0), '+'), 'South'): 10
(((38.0, 39.0), '+'), 'East'): 21
(((25.0, 41.0), '+'), 'South'): 19
(((48.0, 45.0), '+'), 'North'): 21
(((2.0, 47.0), '+'), 'North'): 15
(((34.0, 11.0), '+'), 'West'): 16
(((17.0, 26.0), '+'), 'East'): 16
(((10.0, 47.0), '+'), 'North'): 14
(((23.0, 11.0), '+'), 'West'): 12
(((18.0, 18.0), '+'), 'East'): 14
(((27.0, 11.0), '+'), 'North'): 13
(((38.0, 40.0), '+'), 'South'): 21
(((10.0, 10.0), '+'), 'South'): 1
(((18.0, 13.0), '+'), 'East'): 11
(((11.0, 15.0), '+'), 'East'): 3
(((18.0, 6.0), '+'), 'East'): 7
(((38.0, 9.0), '+'), 'South'): 16
(((18.0, 33.0), '+'), 'North'): 16
(((39.0, 43.0), '+'), 'West'): 21
(((18.0, 42.0), '+'), 'North'): 18
(((21.0, 14.0), '+'), 'East'): 12
(((35.0, 44.0), '-'), 'West'): 1
(((12.0, 31.0), '+'), 'West'): 15
(((35.0, 1.0), '+'), 'South'): 8
(((39.0, 2.0), '+'), 'North'): 15
(((41.0, 44.0), '+'), 'East'): 19
(((16.0, 40.0), '+'), 'North'): 15
(((27.0, 45.0), '+'), 'East'): 18
(((13.0, 9.0), '+'), 'North'): 6
(((34.0, 8.0), '+'), 'West'): 14
(((49.0, 25.0), '+'), 'South'): 21
(((24.0, 42.0), '+'), 'North'): 19
(((42.0, 43.0), '+'), 'North'): 20
(((26.0, 34.0), '+'), 'West'): 19
(((46.0, 47.0), '+'), 'North'): 20
(((22.0, 13.0), '+'), 'North'): 12
(((32.0, 18.0), '+'), 'South'): 17
(((1.0, 25.0), '+'), 'North'): 12
(((16.0, 39.0), '+'), 'North'): 15
(((8.0, 30.0), '+'), 'South'): 14
(((38.0, 38.0), '+'), 'South'): 21
(((6.0, 35.0), '+'), 'West'): 14
(((47.0, 15.0), '+'), 'East'): 20
(((15.0, 3.0), '+'), 'North'): 6
(((23.0, 10.0), '+'), 'West'): 11
(((2.0, 22.0), '+'), 'West'): 10
(((3.0, 31.0), '+'), 'West'): 12
(((34.0, 22.0), '+'), 'West'): 20
(((2.0, 14.0), '+'), 'South'): 6
(((44.0, 29.0), '+'), 'South'): 22
(((5.0, 49.0), '+'), 'East'): 10
(((25.0, 31.0), '+'), 'South'): 15
(((36.0, 20.0), '+'), 'East'): 19
(((26.0, 36.0), '+'), 'South'): 17
(((16.0, 0.0), '+'), 'West'): 4
(((18.0, 49.0), '+'), 'West'): 19
(((48.0, 34.0), '+'), 'East'): 21
(((1.0, 24.0), '+'), 'West'): 12
(((35.0, 41.0), '+'), 'East'): 21
(((34.0, 4.0), '+'), 'West'): 13
(((19.0, 42.0), '+'), 'South'): 18
(((17.0, 0.0), '+'), 'East'): 3
(((41.0, 1.0), '+'), 'North'): 20
(((21.0, 24.0), '+'), 'North'): 15
(((27.0, 47.0), '+'), 'East'): 18
(((28.0, 25.0), '+'), 'North'): 15
(((26.0, 48.0), '+'), 'South'): 18
(((40.0, 11.0), '+'), 'West'): 18
(((34.0, 49.0), '+'), 'West'): 20
(((29.0, 6.0), '+'), 'South'): 10
(((34.0, 18.0), '+'), 'North'): 16
(((24.0, 23.0), '+'), 'North'): 15
(((29.0, 8.0), '+'), 'East'): 10
(((12.0, 9.0), '+'), 'North'): 4
(((1.0, 26.0), '+'), 'South'): 13
(((2.0, 40.0), '+'), 'North'): 14
(((42.0, 25.0), '+'), 'South'): 21
(((21.0, 9.0), '+'), 'West'): 10
(((30.0, 44.0), '+'), 'North'): 19
(((22.0, 36.0), '+'), 'West'): 17
(((48.0, 8.0), '+'), 'West'): 19
(((8.0, 10.0), '+'), 'West'): 2
(((19.0, 8.0), '+'), 'South'): 10
(((21.0, 27.0), '+'), 'West'): 16
(((43.0, 19.0), '+'), 'North'): 19
(((16.0, 19.0), '+'), 'East'): 16
(((45.0, 6.0), '+'), 'South'): 20
(((45.0, 0.0), '+'), 'West'): 19
(((43.0, 9.0), '+'), 'West'): 19
(((38.0, 46.0), '+'), 'West'): 24
(((16.0, 7.0), '+'), 'East'): 6
(((6.0, 2.0), '+'), 'West'): 3
(((43.0, 13.0), '+'), 'South'): 18
(((1.0, 41.0), '+'), 'East'): 14
(((23.0, 25.0), '+'), 'East'): 16
(((13.0, 19.0), '+'), 'West'): 9
(((36.0, 33.0), '+'), 'East'): 19
(((22.0, 43.0), '+'), 'South'): 18
(((30.0, 34.0), '+'), 'East'): 17
(((7.0, 44.0), '+'), 'North'): 14
(((8.0, 31.0), '+'), 'South'): 13
(((24.0, 36.0), '+'), 'West'): 18
(((15.0, 40.0), '+'), 'East'): 14
(((26.0, 41.0), '+'), 'North'): 18
(((47.0, 43.0), '+'), 'West'): 20
(((16.0, 29.0), '+'), 'North'): 16
(((5.0, 36.0), '+'), 'South'): 15
(((23.0, 26.0), '+'), 'South'): 15
(((6.0, 42.0), '+'), 'East'): 13
(((18.0, 44.0), '+'), 'South'): 18
(((8.0, 46.0), '+'), 'South'): 15
(((12.0, 13.0), '+'), 'North'): 5
(((8.0, 16.0), '+'), 'East'): 7
